id_bien;No voie;B/T/Q;Type de voie;Voie;Nombre pieces principales;Surface Carrez du 1er lot;Surface reelle bati;Type local;code_dep_com
11934;6;;RUE;JULES GIVONNE;2;38.05;55;Appartement;95388
11935;4;;RUE;BLANCHET;3;52.69;52;Appartement;95480
11936;40;;RUE;DE LA ROCHE;2;101.0;101;Appartement;95500
11937;4;;ALL;DE LA MUSIQUE;3;63.1;66;Appartement;95555
11938;18;;RUE;DU MAIL;2;39.6;39;Appartement;95572
11939;7;;RUE;DE PIERRELAYE;3;67.17;65;Appartement;95572
11940;35;;AV;KELLERMANN;4;60.95;61;Appartement;95598
11941;14;;RUE;ANTOINE DE ST EXUPERY;3;76.27;85;Maison;95604
11942;72;;RUE;DE LA REPUBLIQUE;2;35.59;33;Appartement;01004
11943;2;;RUE;DE LA BATISSE;3;81.15;81;Appartement;01004
11944;60;;RUE;DE SAVOIE;4;75.0;74;Appartement;01033
11945;14;;RUE;CASTELLION;3;88.0;92;Appartement;01283
11946;11;;RUE;DU VERT GALANT;4;61.4;60;Appartement;03190
11947;9013;;BD;PAUL MARTIN NALIN;3;56.52;54;Appartement;04112
11948;36;;AV;CDT DUMONT;3;65.39;85;Appartement;05061
11949;400;;CHE;DE RABIAC ESTAGNOL;3;56.26;58;Appartement;06004
11950;4;;RUE;DU GENERAL D'ANDREOSSY;1;39.73;37;Appartement;06004
11951;357;;BD;PIERRE DELMAS;1;38.01;35;Appartement;06004
11952;488;;CHE;DE LA CONSTANCE;4;120.32;120;Appartement;06004
11953;9;;RUE;JEAN JAURES;2;37.6;40;Appartement;06012
11954;70;;BD;SADI CARNOT;3;70.15;70;Appartement;06030
11955;18;;ALL;HENRI MARESCALCHI;1;22.05;24;Appartement;06032
11956;9;;AV;GENERAL DE GAULLE;5;79.11;100;Appartement;06032
11957;1;B;RUE;DU JONQUIER;1;25.23;29;Appartement;06083
11958;613;;AV;DU GOLF;2;80.05;80;Maison;06085
11959;20;;RUE;ALBERT VOISIN;2;34.65;35;Appartement;06088
11960;4;;RUE;JOSEPH FRICERO;1;17.25;13;Appartement;06088
11961;43;;AV;JEAN MEDECIN;2;44.77;46;Appartement;06088
11962;19;;AV;D ANVERS;3;78.87;85;Appartement;06088
11963;104;;BD;EDOUARD HERRIOT;4;98.81;99;Appartement;06088
11964;29;;AV;DES FRERES ROUSTAN;3;50.4;49;Appartement;06155
11965;44;B;RUE;COTTA;3;53.12;60;Maison;06163
11966;2;;CHE;DE LAPRAS;2;48.39;48;Appartement;07010
11967;56;;RUE;DE TOURNON;2;39.0;43;Appartement;07010
11968;19;;RUE;DE LONGUEVILLE;4;87.45;87;Appartement;08105
11969;8;;AV;CHARLES DE GAULLE;4;81.5;83;Appartement;08409
11970;30;;BD;DANTON;1;26.18;23;Appartement;10387
11971;38;;VLA;MAISON;3;62.97;60;Appartement;10387
11972;36;;RUE;VICTOR HUGO;1;35.43;20;Appartement;11069
11973;36;;AV;AYGUADES DE PECH ROUGE;2;37.26;37;Appartement;11170
11974;100;;;LES AYGUADES;2;51.02;51;Appartement;11170
11975;84;;RES;LES SABLONS 1 ET 2;2;27.0;26;Appartement;11202
11976;2;;RUE;DU COMMERCE;3;72.88;65;Appartement;11262
11977;49;;AV;DE PERPIGNAN;2;43.51;44;Appartement;11379
11978;59;;LOT;LE COLOMBIER;3;76.48;56;Maison;13002
11979;148;;BD;GUERIN;2;30.3;30;Appartement;13028
11980;34;;AV;FREDERIC MISTRAL;3;50.97;52;Appartement;13028
11981;12;;BD;CHARLES NEDELEC;3;65.58;65;Appartement;13201
11982;5;;RUE;PLUMIER;2;46.3;49;Appartement;13202
11983;9;;RUE;JEAN CRISTOFOL;1;23.2;22;Appartement;13203
11984;77;;BD;DE PLOMBIERES;2;38.48;37;Appartement;13203
11985;5001;;CITE;BEAUSOLEIL B ROUX PR;3;51.69;51;Appartement;13204
11986;23;;RUE;VITALIS;1;34.54;44;Appartement;13205
11987;34;;BD;LUCIEN BAGNASCO;3;66.92;66;Appartement;13208
11988;73;;RUE;DU ROUET;4;97.86;97;Appartement;13208
11989;314;;AV;DU PRADO;2;27.79;29;Appartement;13208
11990;168;;CHE;DE MORGIOU;4;75.47;75;Appartement;13209
11991;3;;ALL;CERVANTES;4;86.93;87;Appartement;13209
11992;371;;BD;ROMAIN ROLLAND;4;63.75;65;Appartement;13209
11993;12;;SQ;JEAN BOUIN;4;62.99;63;Appartement;13209
11994;165;;RTE;DES CAMOINS;2;40.08;44;Appartement;13211
11995;359;;BD;MIREILLE LAUZE;3;58.01;57;Appartement;13211
11996;5069;F;BD;BEZOMBES;4;73.69;74;Appartement;13211
11997;14;;RUE;ROBERT DE ROUX;1;27.62;28;Appartement;13213
11998;28;;BD;PAUL ARENE;2;37.73;37;Appartement;13214
11999;5;;BD;VIALA;3;58.42;60;Appartement;13215
12000;358;;CHE;DU LITTORAL;3;54.99;61;Appartement;13215
12001;19;B;AV;DU GAL DE GAULLE;1;19.0;18;Appartement;14220
12002;5666;;VC;RES VILLA LES PLANCHES;1;28.4;27;Appartement;14701
12003;11;T;RUE;DE LA CHAPELLE;2;48.54;50;Appartement;14715
12004;14;;RUE;SAINT CYBARD;2;41.83;41;Appartement;17274
12005;9009;;AV;JEAN MONNET;1;20.06;20;Appartement;17300
12006;62;;AV;DE SUZAC;1;17.19;17;Appartement;17333
12007;76;C;RUE;JEAN BAPTISTE CLEMENT;3;57.66;51;Appartement;18279
12008;1;;LOT;IMP DES VIEUX CHENES;3;68.28;66;Maison;19274
12009;6;;RUE;DU DOCTEUR LECOMTE;1;20.2;26;Appartement;22136
12010;23;B;RUE;NOTRE DAME;3;62.27;62;Appartement;22278
12011;17;;RUE;DE LA GRANDE COCAGNE;3;70.97;71;Maison;22339
12012;17;;RUE;DES FARGES;2;52.36;73;Appartement;24322
12013;15;;;COTE DE RAVAT;2;47.09;47;Appartement;24520
12014;79;;RUE;DE FONTAINE ECU;4;71.71;71;Appartement;25056
12015;13;;RUE;JACQUES YVES COUSTEAU;4;81.59;84;Appartement;25321
12016;29;;RUE;FLORENT D ILLIERS;6;107.58;110;Maison;28085
12017;8;;PL;DE SCHWEINFURT;4;77.99;76;Appartement;28088
12018;69;;RUE;NATIONALE;3;50.12;50;Appartement;28391
12019;27;;RUE;D AIGUILLON;2;42.07;40;Appartement;29019
12020;34;;RUE;MONGE;1;18.0;18;Appartement;29019
12021;6;;ALL;VERTE;2;42.58;42;Appartement;29105
12022;72;;RUE;CARDINAL FESCH;1;37.18;30;Appartement;2A004
12023;5733;;RES;LES JARDINS D ALZETU;2;45.95;45;Appartement;2A139
12024;23;;RES;SANTA GIULIA PALACE;3;52.73;52;Appartement;2A247
12025;63;;RUE;DE LA REPUBLIQUE;5;162.12;110;Appartement;30037
12026;5;;RUE;DES AJONCS;4;85.39;85;Maison;30062
